"file","id","numericId","band","group"
"client/assets/equipment/armor/71302.png","71302","71302","71300","armor"
"client/assets/equipment/armor/71303.png","71303","71303","71300","armor"
"client/assets/equipment/armor/71304.png","71304","71304","71300","armor"
"client/assets/equipment/armor/71305.png","71305","71305","71300","armor"
"client/assets/equipment/armor/71306.png","71306","71306","71300","armor"
"client/assets/equipment/armor/71307.png","71307","71307","71300","armor"
"client/assets/equipment/armor/71308.png","71308","71308","71300","armor"
"client/assets/equipment/armor/71309.png","71309","71309","71300","armor"
"client/assets/equipment/armor/71398.png","71398","71398","71390","armor"
"client/assets/equipment/armor/71400.png","71400","71400","71400","armor"
"client/assets/equipment/armor/71401.png","71401","71401","71400","armor"
"client/assets/equipment/armor/71402.png","71402","71402","71400","armor"
"client/assets/equipment/armor/71403.png","71403","71403","71400","armor"
"client/assets/equipment/armor/71404.png","71404","71404","71400","armor"
"client/assets/equipment/armor/71405.png","71405","71405","71400","armor"
"client/assets/equipment/armor/71406.png","71406","71406","71400","armor"
"client/assets/equipment/armor/71407.png","71407","71407","71400","armor"
"client/assets/equipment/armor/71408.png","71408","71408","71400","armor"
"client/assets/equipment/armor/71409.png","71409","71409","71400","armor"
"client/assets/equipment/armor/71498.png","71498","71498","71490","armor"
"client/assets/equipment/armor/71600.png","71600","71600","71600","armor"
"client/assets/equipment/armor/71601.png","71601","71601","71600","armor"
"client/assets/equipment/armor/71602.png","71602","71602","71600","armor"
"client/assets/equipment/armor/71603.png","71603","71603","71600","armor"
"client/assets/equipment/armor/71604.png","71604","71604","71600","armor"
"client/assets/equipment/armor/71605.png","71605","71605","71600","armor"
"client/assets/equipment/armor/71606.png","71606","71606","71600","armor"
"client/assets/equipment/armor/71607.png","71607","71607","71600","armor"
"client/assets/equipment/armor/71608.png","71608","71608","71600","armor"
"client/assets/equipment/armor/71609.png","71609","71609","71600","armor"
"client/assets/equipment/armor/71698.png","71698","71698","71690","armor"
"client/assets/equipment/armor/71700.png","71700","71700","71700","armor"
"client/assets/equipment/armor/71701.png","71701","71701","71700","armor"
"client/assets/equipment/armor/71702.png","71702","71702","71700","armor"
"client/assets/equipment/armor/71703.png","71703","71703","71700","armor"
"client/assets/equipment/armor/71704.png","71704","71704","71700","armor"
"client/assets/equipment/armor/71705.png","71705","71705","71700","armor"
"client/assets/equipment/armor/71706.png","71706","71706","71700","armor"
"client/assets/equipment/armor/71707.png","71707","71707","71700","armor"
"client/assets/equipment/armor/71708.png","71708","71708","71700","armor"
"client/assets/equipment/armor/71709.png","71709","71709","71700","armor"
"client/assets/equipment/armor/71798.png","71798","71798","71790","armor"
"client/assets/equipment/armor/71800.png","71800","71800","71800","armor"
"client/assets/equipment/armor/71801.png","71801","71801","71800","armor"
"client/assets/equipment/armor/71802.png","71802","71802","71800","armor"
"client/assets/equipment/armor/71803.png","71803","71803","71800","armor"
"client/assets/equipment/armor/71804.png","71804","71804","71800","armor"
"client/assets/equipment/armor/71805.png","71805","71805","71800","armor"
"client/assets/equipment/armor/71806.png","71806","71806","71800","armor"
"client/assets/equipment/armor/71807.png","71807","71807","71800","armor"
"client/assets/equipment/armor/71808.png","71808","71808","71800","armor"
"client/assets/equipment/armor/71809.png","71809","71809","71800","armor"
"client/assets/equipment/armor/71898.png","71898","71898","71890","armor"
"client/assets/equipment/armor/72000.png","72000","72000","72000","armor"
"client/assets/equipment/armor/72001.png","72001","72001","72000","armor"
"client/assets/equipment/armor/72002.png","72002","72002","72000","armor"
"client/assets/equipment/armor/72003.png","72003","72003","72000","armor"
"client/assets/equipment/armor/72004.png","72004","72004","72000","armor"
"client/assets/equipment/armor/72005.png","72005","72005","72000","armor"
"client/assets/equipment/armor/72006.png","72006","72006","72000","armor"
"client/assets/equipment/armor/72007.png","72007","72007","72000","armor"
"client/assets/equipment/armor/72008.png","72008","72008","72000","armor"
"client/assets/equipment/armor/72009.png","72009","72009","72000","armor"
"client/assets/equipment/armor/72098.png","72098","72098","72090","armor"
"client/assets/equipment/armor/72400.png","72400","72400","72400","armor"
"client/assets/equipment/armor/72401.png","72401","72401","72400","armor"
"client/assets/equipment/armor/72402.png","72402","72402","72400","armor"
"client/assets/equipment/armor/72403.png","72403","72403","72400","armor"
"client/assets/equipment/armor/72404.png","72404","72404","72400","armor"
"client/assets/equipment/armor/72405.png","72405","72405","72400","armor"
"client/assets/equipment/armor/72406.png","72406","72406","72400","armor"
"client/assets/equipment/armor/72407.png","72407","72407","72400","armor"
"client/assets/equipment/armor/72408.png","72408","72408","72400","armor"
"client/assets/equipment/armor/72409.png","72409","72409","72400","armor"
"client/assets/equipment/armor/72498.png","72498","72498","72490","armor"
"client/assets/equipment/armor/72500.png","72500","72500","72500","armor"
"client/assets/equipment/armor/72501.png","72501","72501","72500","armor"
"client/assets/equipment/armor/72502.png","72502","72502","72500","armor"
"client/assets/equipment/armor/72503.png","72503","72503","72500","armor"
"client/assets/equipment/armor/72504.png","72504","72504","72500","armor"
"client/assets/equipment/armor/72505.png","72505","72505","72500","armor"
"client/assets/equipment/armor/72506.png","72506","72506","72500","armor"
"client/assets/equipment/armor/72507.png","72507","72507","72500","armor"
"client/assets/equipment/armor/72508.png","72508","72508","72500","armor"
"client/assets/equipment/armor/72509.png","72509","72509","72500","armor"
"client/assets/equipment/armor/72598.png","72598","72598","72590","armor"
"client/assets/equipment/armor/74000.png","74000","74000","74000","armor"
"client/assets/equipment/armor/74001.png","74001","74001","74000","armor"
"client/assets/equipment/armor/74002.png","74002","74002","74000","armor"
"client/assets/equipment/armor/74003.png","74003","74003","74000","armor"
"client/assets/equipment/armor/74004.png","74004","74004","74000","armor"
"client/assets/equipment/armor/74005.png","74005","74005","74000","armor"
"client/assets/equipment/armor/74006.png","74006","74006","74000","armor"
"client/assets/equipment/armor/74007.png","74007","74007","74000","armor"
"client/assets/equipment/armor/74008.png","74008","74008","74000","armor"
"client/assets/equipment/armor/74009.png","74009","74009","74000","armor"
"client/assets/equipment/armor/74098.png","74098","74098","74090","armor"
"client/assets/equipment/armor/74100.png","74100","74100","74100","armor"
"client/assets/equipment/armor/74101.png","74101","74101","74100","armor"
"client/assets/equipment/armor/74102.png","74102","74102","74100","armor"
"client/assets/equipment/armor/74103.png","74103","74103","74100","armor"
"client/assets/equipment/armor/74104.png","74104","74104","74100","armor"
"client/assets/equipment/armor/74105.png","74105","74105","74100","armor"
"client/assets/equipment/armor/74106.png","74106","74106","74100","armor"
"client/assets/equipment/armor/74107.png","74107","74107","74100","armor"
"client/assets/equipment/armor/74108.png","74108","74108","74100","armor"
"client/assets/equipment/armor/74109.png","74109","74109","74100","armor"
"client/assets/equipment/armor/74198.png","74198","74198","74190","armor"
"client/assets/equipment/armor/74200.png","74200","74200","74200","armor"
"client/assets/equipment/armor/74201.png","74201","74201","74200","armor"
"client/assets/equipment/armor/74202.png","74202","74202","74200","armor"
"client/assets/equipment/armor/74203.png","74203","74203","74200","armor"
"client/assets/equipment/armor/74204.png","74204","74204","74200","armor"
"client/assets/equipment/armor/74205.png","74205","74205","74200","armor"
"client/assets/equipment/armor/74206.png","74206","74206","74200","armor"
"client/assets/equipment/armor/74207.png","74207","74207","74200","armor"
"client/assets/equipment/armor/74208.png","74208","74208","74200","armor"
"client/assets/equipment/armor/74209.png","74209","74209","74200","armor"
"client/assets/equipment/armor/74298.png","74298","74298","74290","armor"
"client/assets/equipment/armor/74300.png","74300","74300","74300","armor"
"client/assets/equipment/armor/74301.png","74301","74301","74300","armor"
"client/assets/equipment/armor/74302.png","74302","74302","74300","armor"
"client/assets/equipment/armor/74303.png","74303","74303","74300","armor"
"client/assets/equipment/armor/74304.png","74304","74304","74300","armor"
"client/assets/equipment/armor/74305.png","74305","74305","74300","armor"
"client/assets/equipment/armor/74306.png","74306","74306","74300","armor"
"client/assets/equipment/armor/74307.png","74307","74307","74300","armor"
"client/assets/equipment/armor/74308.png","74308","74308","74300","armor"
"client/assets/equipment/armor/74309.png","74309","74309","74300","armor"
"client/assets/equipment/armor/74398.png","74398","74398","74390","armor"
"client/assets/equipment/armor/75100.png","75100","75100","75100","armor"
"client/assets/equipment/armor/75101.png","75101","75101","75100","armor"
"client/assets/equipment/armor/75102.png","75102","75102","75100","armor"
"client/assets/equipment/armor/75103.png","75103","75103","75100","armor"
"client/assets/equipment/armor/75104.png","75104","75104","75100","armor"
"client/assets/equipment/armor/75105.png","75105","75105","75100","armor"
"client/assets/equipment/armor/75106.png","75106","75106","75100","armor"
"client/assets/equipment/armor/75107.png","75107","75107","75100","armor"
"client/assets/equipment/armor/75108.png","75108","75108","75100","armor"
"client/assets/equipment/armor/75109.png","75109","75109","75100","armor"
"client/assets/equipment/armor/75198.png","75198","75198","75190","armor"
"client/assets/equipment/armor/75300.png","75300","75300","75300","armor"
"client/assets/equipment/armor/75301.png","75301","75301","75300","armor"
"client/assets/equipment/armor/75302.png","75302","75302","75300","armor"
"client/assets/equipment/armor/75303.png","75303","75303","75300","armor"
"client/assets/equipment/armor/75304.png","75304","75304","75300","armor"
"client/assets/equipment/armor/75305.png","75305","75305","75300","armor"
"client/assets/equipment/armor/75306.png","75306","75306","75300","armor"
"client/assets/equipment/armor/75307.png","75307","75307","75300","armor"
"client/assets/equipment/armor/75308.png","75308","75308","75300","armor"
"client/assets/equipment/armor/75309.png","75309","75309","75300","armor"
"client/assets/equipment/armor/75398.png","75398","75398","75390","armor"
"client/assets/equipment/armor/75400.png","75400","75400","75400","armor"
"client/assets/equipment/armor/75401.png","75401","75401","75400","armor"
"client/assets/equipment/armor/75402.png","75402","75402","75400","armor"
"client/assets/equipment/armor/75403.png","75403","75403","75400","armor"
"client/assets/equipment/armor/75404.png","75404","75404","75400","armor"
"client/assets/equipment/armor/75405.png","75405","75405","75400","armor"
"client/assets/equipment/armor/75406.png","75406","75406","75400","armor"
"client/assets/equipment/armor/75407.png","75407","75407","75400","armor"
"client/assets/equipment/armor/75408.png","75408","75408","75400","armor"
"client/assets/equipment/armor/75409.png","75409","75409","75400","armor"
"client/assets/equipment/armor/75498.png","75498","75498","75490","armor"
"client/assets/equipment/armor/75600.png","75600","75600","75600","armor"
"client/assets/equipment/armor/75601.png","75601","75601","75600","armor"
"client/assets/equipment/armor/75602.png","75602","75602","75600","armor"
"client/assets/equipment/armor/75603.png","75603","75603","75600","armor"
"client/assets/equipment/armor/75604.png","75604","75604","75600","armor"
"client/assets/equipment/armor/75605.png","75605","75605","75600","armor"
"client/assets/equipment/armor/75606.png","75606","75606","75600","armor"
"client/assets/equipment/armor/75607.png","75607","75607","75600","armor"
"client/assets/equipment/armor/75608.png","75608","75608","75600","armor"
"client/assets/equipment/armor/75609.png","75609","75609","75600","armor"
"client/assets/equipment/armor/75698.png","75698","75698","75690","armor"
"client/assets/equipment/armor/75800.png","75800","75800","75800","armor"
"client/assets/equipment/armor/75801.png","75801","75801","75800","armor"
"client/assets/equipment/armor/75802.png","75802","75802","75800","armor"
"client/assets/equipment/armor/75803.png","75803","75803","75800","armor"
"client/assets/equipment/armor/75804.png","75804","75804","75800","armor"
"client/assets/equipment/armor/75805.png","75805","75805","75800","armor"
"client/assets/equipment/armor/75806.png","75806","75806","75800","armor"
"client/assets/equipment/armor/75807.png","75807","75807","75800","armor"
"client/assets/equipment/armor/75808.png","75808","75808","75800","armor"
"client/assets/equipment/armor/75809.png","75809","75809","75800","armor"
"client/assets/equipment/armor/75898.png","75898","75898","75890","armor"
"client/assets/equipment/armor/76200.png","76200","76200","76200","armor"
"client/assets/equipment/armor/76201.png","76201","76201","76200","armor"
"client/assets/equipment/armor/76202.png","76202","76202","76200","armor"
"client/assets/equipment/armor/76203.png","76203","76203","76200","armor"
"client/assets/equipment/armor/76204.png","76204","76204","76200","armor"
"client/assets/equipment/armor/76205.png","76205","76205","76200","armor"
"client/assets/equipment/armor/76206.png","76206","76206","76200","armor"
"client/assets/equipment/armor/76207.png","76207","76207","76200","armor"
"client/assets/equipment/armor/76208.png","76208","76208","76200","armor"
"client/assets/equipment/armor/76209.png","76209","76209","76200","armor"
"client/assets/equipment/armor/76298.png","76298","76298","76290","armor"
"client/assets/equipment/armor/76400.png","76400","76400","76400","armor"
"client/assets/equipment/armor/76401.png","76401","76401","76400","armor"
"client/assets/equipment/armor/76402.png","76402","76402","76400","armor"
"client/assets/equipment/armor/76403.png","76403","76403","76400","armor"
"client/assets/equipment/armor/76404.png","76404","76404","76400","armor"
"client/assets/equipment/armor/76405.png","76405","76405","76400","armor"
"client/assets/equipment/armor/76406.png","76406","76406","76400","armor"
"client/assets/equipment/armor/76407.png","76407","76407","76400","armor"
"client/assets/equipment/armor/76408.png","76408","76408","76400","armor"
"client/assets/equipment/armor/76409.png","76409","76409","76400","armor"
"client/assets/equipment/armor/76498.png","76498","76498","76490","armor"
"client/assets/equipment/armor/76500.png","76500","76500","76500","armor"
"client/assets/equipment/armor/76501.png","76501","76501","76500","armor"
"client/assets/equipment/armor/76502.png","76502","76502","76500","armor"
"client/assets/equipment/armor/76503.png","76503","76503","76500","armor"
"client/assets/equipment/armor/76504.png","76504","76504","76500","armor"
"client/assets/equipment/armor/76505.png","76505","76505","76500","armor"
"client/assets/equipment/armor/76506.png","76506","76506","76500","armor"
"client/assets/equipment/armor/76507.png","76507","76507","76500","armor"
"client/assets/equipment/armor/76508.png","76508","76508","76500","armor"
"client/assets/equipment/armor/76509.png","76509","76509","76500","armor"
"client/assets/equipment/armor/76598.png","76598","76598","76590","armor"
"client/assets/equipment/armor/76600.png","76600","76600","76600","armor"
"client/assets/equipment/armor/76601.png","76601","76601","76600","armor"
"client/assets/equipment/armor/76602.png","76602","76602","76600","armor"
"client/assets/equipment/armor/76603.png","76603","76603","76600","armor"
"client/assets/equipment/armor/76604.png","76604","76604","76600","armor"
"client/assets/equipment/armor/76605.png","76605","76605","76600","armor"
"client/assets/equipment/armor/76606.png","76606","76606","76600","armor"
"client/assets/equipment/armor/76607.png","76607","76607","76600","armor"
"client/assets/equipment/armor/76608.png","76608","76608","76600","armor"
"client/assets/equipment/armor/76609.png","76609","76609","76600","armor"
"client/assets/equipment/armor/76698.png","76698","76698","76690","armor"
"client/assets/equipment/armor/76700.png","76700","76700","76700","armor"
"client/assets/equipment/armor/76701.png","76701","76701","76700","armor"
"client/assets/equipment/armor/76702.png","76702","76702","76700","armor"
"client/assets/equipment/armor/76703.png","76703","76703","76700","armor"
"client/assets/equipment/armor/76704.png","76704","76704","76700","armor"
"client/assets/equipment/armor/76705.png","76705","76705","76700","armor"
"client/assets/equipment/armor/76706.png","76706","76706","76700","armor"
"client/assets/equipment/armor/76707.png","76707","76707","76700","armor"
"client/assets/equipment/armor/76708.png","76708","76708","76700","armor"
"client/assets/equipment/armor/76709.png","76709","76709","76700","armor"
"client/assets/equipment/armor/76798.png","76798","76798","76790","armor"
"client/assets/equipment/armor/77100.png","77100","77100","77100","armor"
"client/assets/equipment/armor/77101.png","77101","77101","77100","armor"
"client/assets/equipment/armor/77102.png","77102","77102","77100","armor"
"client/assets/equipment/armor/77103.png","77103","77103","77100","armor"
"client/assets/equipment/armor/77104.png","77104","77104","77100","armor"
"client/assets/equipment/armor/77105.png","77105","77105","77100","armor"
"client/assets/equipment/armor/77106.png","77106","77106","77100","armor"
"client/assets/equipment/armor/77107.png","77107","77107","77100","armor"
"client/assets/equipment/armor/77108.png","77108","77108","77100","armor"
"client/assets/equipment/armor/77109.png","77109","77109","77100","armor"
"client/assets/equipment/armor/77198.png","77198","77198","77190","armor"
"client/assets/equipment/armor/77400.png","77400","77400","77400","armor"
"client/assets/equipment/armor/77401.png","77401","77401","77400","armor"
"client/assets/equipment/armor/77402.png","77402","77402","77400","armor"
"client/assets/equipment/armor/77403.png","77403","77403","77400","armor"
"client/assets/equipment/armor/77404.png","77404","77404","77400","armor"
"client/assets/equipment/armor/77405.png","77405","77405","77400","armor"
"client/assets/equipment/armor/77406.png","77406","77406","77400","armor"
"client/assets/equipment/armor/77407.png","77407","77407","77400","armor"
"client/assets/equipment/armor/77408.png","77408","77408","77400","armor"
"client/assets/equipment/armor/77409.png","77409","77409","77400","armor"
"client/assets/equipment/armor/77498.png","77498","77498","77490","armor"
"client/assets/equipment/armor/77500.png","77500","77500","77500","armor"
"client/assets/equipment/armor/77501.png","77501","77501","77500","armor"
"client/assets/equipment/armor/77502.png","77502","77502","77500","armor"
"client/assets/equipment/armor/77503.png","77503","77503","77500","armor"
"client/assets/equipment/armor/77504.png","77504","77504","77500","armor"
"client/assets/equipment/armor/77505.png","77505","77505","77500","armor"
"client/assets/equipment/armor/77506.png","77506","77506","77500","armor"
"client/assets/equipment/armor/77507.png","77507","77507","77500","armor"
"client/assets/equipment/armor/77508.png","77508","77508","77500","armor"
"client/assets/equipment/armor/77509.png","77509","77509","77500","armor"
"client/assets/equipment/armor/77598.png","77598","77598","77590","armor"
"client/assets/equipment/armor/78000.png","78000","78000","78000","armor"
"client/assets/equipment/armor/78001.png","78001","78001","78000","armor"
"client/assets/equipment/armor/78002.png","78002","78002","78000","armor"
"client/assets/equipment/armor/78003.png","78003","78003","78000","armor"
"client/assets/equipment/armor/78004.png","78004","78004","78000","armor"
"client/assets/equipment/armor/78005.png","78005","78005","78000","armor"
"client/assets/equipment/armor/78006.png","78006","78006","78000","armor"
"client/assets/equipment/armor/78007.png","78007","78007","78000","armor"
"client/assets/equipment/armor/78008.png","78008","78008","78000","armor"
"client/assets/equipment/armor/78009.png","78009","78009","78000","armor"
"client/assets/equipment/armor/78098.png","78098","78098","78090","armor"
"client/assets/equipment/armor/78100.png","78100","78100","78100","armor"
"client/assets/equipment/armor/78101.png","78101","78101","78100","armor"
"client/assets/equipment/armor/78102.png","78102","78102","78100","armor"
"client/assets/equipment/armor/78103.png","78103","78103","78100","armor"
"client/assets/equipment/armor/78104.png","78104","78104","78100","armor"
"client/assets/equipment/armor/78105.png","78105","78105","78100","armor"
"client/assets/equipment/armor/78106.png","78106","78106","78100","armor"
"client/assets/equipment/armor/78107.png","78107","78107","78100","armor"
"client/assets/equipment/armor/78108.png","78108","78108","78100","armor"
"client/assets/equipment/armor/78109.png","78109","78109","78100","armor"
"client/assets/equipment/armor/78198.png","78198","78198","78190","armor"
"client/assets/equipment/armor/78200.png","78200","78200","78200","armor"
"client/assets/equipment/armor/78201.png","78201","78201","78200","armor"
"client/assets/equipment/armor/78202.png","78202","78202","78200","armor"
"client/assets/equipment/armor/78203.png","78203","78203","78200","armor"
"client/assets/equipment/armor/78204.png","78204","78204","78200","armor"
"client/assets/equipment/armor/78205.png","78205","78205","78200","armor"
"client/assets/equipment/armor/78206.png","78206","78206","78200","armor"
"client/assets/equipment/armor/78207.png","78207","78207","78200","armor"
"client/assets/equipment/armor/78208.png","78208","78208","78200","armor"
"client/assets/equipment/armor/78209.png","78209","78209","78200","armor"
"client/assets/equipment/armor/78298.png","78298","78298","78290","armor"
"client/assets/equipment/armor/78300.png","78300","78300","78300","armor"
"client/assets/equipment/armor/78301.png","78301","78301","78300","armor"
"client/assets/equipment/armor/78302.png","78302","78302","78300","armor"
"client/assets/equipment/armor/78303.png","78303","78303","78300","armor"
"client/assets/equipment/armor/78304.png","78304","78304","78300","armor"
"client/assets/equipment/armor/78305.png","78305","78305","78300","armor"
"client/assets/equipment/armor/78306.png","78306","78306","78300","armor"
"client/assets/equipment/armor/78307.png","78307","78307","78300","armor"
"client/assets/equipment/armor/78308.png","78308","78308","78300","armor"
"client/assets/equipment/armor/78309.png","78309","78309","78300","armor"
"client/assets/equipment/armor/78398.png","78398","78398","78390","armor"
"client/assets/equipment/weapon/80000.png","80000","80000","80000","weapon"
"client/assets/equipment/weapon/80001.png","80001","80001","80000","weapon"
"client/assets/equipment/weapon/80002.png","80002","80002","80000","weapon"
"client/assets/equipment/weapon/80003.png","80003","80003","80000","weapon"
"client/assets/equipment/weapon/80004.png","80004","80004","80000","weapon"
"client/assets/equipment/weapon/80005.png","80005","80005","80000","weapon"
"client/assets/equipment/weapon/80006.png","80006","80006","80000","weapon"
"client/assets/equipment/weapon/80007.png","80007","80007","80000","weapon"
"client/assets/equipment/weapon/80008.png","80008","80008","80000","weapon"
"client/assets/equipment/weapon/80009.png","80009","80009","80000","weapon"
"client/assets/equipment/weapon/80098.png","80098","80098","80090","weapon"
"client/assets/equipment/weapon/80200.png","80200","80200","80200","weapon"
"client/assets/equipment/weapon/80201.png","80201","80201","80200","weapon"
"client/assets/equipment/weapon/80202.png","80202","80202","80200","weapon"
"client/assets/equipment/weapon/80203.png","80203","80203","80200","weapon"
"client/assets/equipment/weapon/80204.png","80204","80204","80200","weapon"
"client/assets/equipment/weapon/80205.png","80205","80205","80200","weapon"
"client/assets/equipment/weapon/80206.png","80206","80206","80200","weapon"
"client/assets/equipment/weapon/80207.png","80207","80207","80200","weapon"
"client/assets/equipment/weapon/80208.png","80208","80208","80200","weapon"
"client/assets/equipment/weapon/80209.png","80209","80209","80200","weapon"
"client/assets/equipment/weapon/80298.png","80298","80298","80290","weapon"
"client/assets/equipment/weapon/80400.png","80400","80400","80400","weapon"
"client/assets/equipment/weapon/80401.png","80401","80401","80400","weapon"
"client/assets/equipment/weapon/80402.png","80402","80402","80400","weapon"
"client/assets/equipment/weapon/80403.png","80403","80403","80400","weapon"
"client/assets/equipment/weapon/80404.png","80404","80404","80400","weapon"
"client/assets/equipment/weapon/80405.png","80405","80405","80400","weapon"
"client/assets/equipment/weapon/80406.png","80406","80406","80400","weapon"
"client/assets/equipment/weapon/80407.png","80407","80407","80400","weapon"
"client/assets/equipment/weapon/80408.png","80408","80408","80400","weapon"
"client/assets/equipment/weapon/80409.png","80409","80409","80400","weapon"
"client/assets/equipment/weapon/80498.png","80498","80498","80490","weapon"
"client/assets/equipment/weapon/80600.png","80600","80600","80600","weapon"
"client/assets/equipment/weapon/80601.png","80601","80601","80600","weapon"
"client/assets/equipment/weapon/80602.png","80602","80602","80600","weapon"
"client/assets/equipment/weapon/80603.png","80603","80603","80600","weapon"
"client/assets/equipment/weapon/80604.png","80604","80604","80600","weapon"
"client/assets/equipment/weapon/80605.png","80605","80605","80600","weapon"
"client/assets/equipment/weapon/80606.png","80606","80606","80600","weapon"
"client/assets/equipment/weapon/80607.png","80607","80607","80600","weapon"
"client/assets/equipment/weapon/80608.png","80608","80608","80600","weapon"
"client/assets/equipment/weapon/80609.png","80609","80609","80600","weapon"
"client/assets/equipment/weapon/80698.png","80698","80698","80690","weapon"
"client/assets/equipment/weapon/80700.png","80700","80700","80700","weapon"
"client/assets/equipment/weapon/80701.png","80701","80701","80700","weapon"
"client/assets/equipment/weapon/80702.png","80702","80702","80700","weapon"
"client/assets/equipment/weapon/80703.png","80703","80703","80700","weapon"
"client/assets/equipment/weapon/80704.png","80704","80704","80700","weapon"
"client/assets/equipment/weapon/80705.png","80705","80705","80700","weapon"
"client/assets/equipment/weapon/80706.png","80706","80706","80700","weapon"
"client/assets/equipment/weapon/80707.png","80707","80707","80700","weapon"
"client/assets/equipment/weapon/80708.png","80708","80708","80700","weapon"
"client/assets/equipment/weapon/80709.png","80709","80709","80700","weapon"
