file,source,target,confidence,note
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_3/100033.png,/offline/100033.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_3/100033.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_3/100034.png,/offline/100034.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_3/100034.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_3/100035.png,/offline/100035.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_3/100035.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_4/100041.png,/offline/100041.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_4/100041.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_4/100043.png,/offline/100043.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_4/100043.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_4/100044.png,/offline/100044.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_4/100044.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_4/100045.png,/offline/100045.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_4/100045.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_5/100051.png,/offline/100051.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_5/100051.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_5/100053.png,/offline/100053.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_5/100053.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_5/100054.png,/offline/100054.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_5/100054.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_5/100055.png,/offline/100055.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_5/100055.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_6/100061.png,/offline/100061.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_6/100061.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_6/100063.png,/offline/100063.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_6/100063.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_6/100064.png,/offline/100064.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_6/100064.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_6/100065.png,/offline/100065.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_6/100065.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_7/100071.png,/offline/100071.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_7/100071.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_7/100073.png,/offline/100073.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_7/100073.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_7/100074.png,/offline/100074.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_7/100074.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_7/100075.png,/offline/100075.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_7/100075.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_8/100081.png,/offline/100081.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_8/100081.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_8/100083.png,/offline/100083.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_8/100083.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_8/100085.png,/offline/100085.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_8/100085.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_8/100086.png,/offline/100086.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_8/100086.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_9/100091.png,/offline/100091.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_9/100091.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_9/100093.png,/offline/100093.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_9/100093.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_9/100095.png,/offline/100095.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_9/100095.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_9/100096.png,/offline/100096.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1000/slot_9/100096.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_0/100101.png,/offline/100101.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_0/100101.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_0/100103.png,/offline/100103.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_0/100103.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_0/100105.png,/offline/100105.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_0/100105.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_0/100106.png,/offline/100106.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_0/100106.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_1/100111.png,/offline/100111.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_1/100111.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_1/100113.png,/offline/100113.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_1/100113.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_1/100114.png,/offline/100114.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_1/100114.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_1/100115.png,/offline/100115.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_1/100115.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_2/100121.png,/offline/100121.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_2/100121.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_2/100123.png,/offline/100123.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_2/100123.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_2/100124.png,/offline/100124.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_2/100124.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_2/100125.png,/offline/100125.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_2/100125.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_3/100131.png,/offline/100131.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_3/100131.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_3/100133.png,/offline/100133.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_3/100133.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_3/100135.png,/offline/100135.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_3/100135.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_3/100136.png,/offline/100136.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_3/100136.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_4/100141.png,/offline/100141.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_4/100141.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_4/100143.png,/offline/100143.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_4/100143.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_4/100144.png,/offline/100144.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_4/100144.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_4/100145.png,/offline/100145.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_4/100145.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_5/100151.png,/offline/100151.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_5/100151.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_5/100153.png,/offline/100153.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_5/100153.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_5/100155.png,/offline/100155.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_5/100155.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_5/100156.png,/offline/100156.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_5/100156.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_6/100161.png,/offline/100161.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_6/100161.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_6/100163.png,/offline/100163.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_6/100163.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_6/100164.png,/offline/100164.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_6/100164.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_6/100165.png,/offline/100165.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_6/100165.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_7/100171.png,/offline/100171.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_7/100171.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_7/100173.png,/offline/100173.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_7/100173.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_7/100175.png,/offline/100175.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_7/100175.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_7/100176.png,/offline/100176.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_7/100176.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_8/100181.png,/offline/100181.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_8/100181.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_8/100183.png,/offline/100183.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_8/100183.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_8/100185.png,/offline/100185.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_8/100185.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_8/100186.png,/offline/100186.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_8/100186.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_9/100191.png,/offline/100191.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_9/100191.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_9/100193.png,/offline/100193.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_9/100193.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_9/100194.png,/offline/100194.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_9/100194.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_9/100195.png,/offline/100195.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1001/slot_9/100195.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_0/100201.png,/offline/100201.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_0/100201.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_0/100203.png,/offline/100203.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_0/100203.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_0/100204.png,/offline/100204.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_0/100204.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_0/100205.png,/offline/100205.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_0/100205.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_1/100211.png,/offline/100211.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_1/100211.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_1/100213.png,/offline/100213.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_1/100213.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_1/100214.png,/offline/100214.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_1/100214.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_1/100215.png,/offline/100215.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_1/100215.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_2/100221.png,/offline/100221.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_2/100221.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_2/100223.png,/offline/100223.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_2/100223.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_2/100225.png,/offline/100225.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_2/100225.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_2/100226.png,/offline/100226.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_2/100226.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_3/100231.png,/offline/100231.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_3/100231.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_3/100233.png,/offline/100233.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_3/100233.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_3/100234.png,/offline/100234.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_3/100234.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_3/100235.png,/offline/100235.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_3/100235.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_4/100241.png,/offline/100241.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_4/100241.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_4/100243.png,/offline/100243.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_4/100243.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_4/100245.png,/offline/100245.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_4/100245.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_4/100246.png,/offline/100246.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_4/100246.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_5/100251.png,/offline/100251.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_5/100251.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_5/100253.png,/offline/100253.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_5/100253.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_5/100254.png,/offline/100254.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_5/100254.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_5/100255.png,/offline/100255.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_5/100255.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_6/100261.png,/offline/100261.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_6/100261.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_6/100263.png,/offline/100263.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_6/100263.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_6/100264.png,/offline/100264.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_6/100264.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_6/100265.png,/offline/100265.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_6/100265.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_7/100271.png,/offline/100271.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_7/100271.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_7/100273.png,/offline/100273.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_7/100273.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_7/100274.png,/offline/100274.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_7/100274.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_7/100275.png,/offline/100275.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_7/100275.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_8/100281.png,/offline/100281.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_8/100281.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_8/100283.png,/offline/100283.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_8/100283.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_8/100284.png,/offline/100284.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_8/100284.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_8/100285.png,/offline/100285.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_8/100285.png,candidate_unknown,Auto-rebuilt
D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_9/100291.png,/offline/100291.png,D:/Twelve/client/assets/monster_legacy/01_confirmed_species_families/species_1002/slot_9/100291.png,candidate_unknown,Auto-rebuilt
